"","airport","city","country","latitude","longitude"
"737","KUNUNURRA","KUNUNURRA","AUSTRALIA",-15.778,128.707
"738","KUOPIO","KUOPIO","FINLAND",63.007,27.798
"739","EL TARI","KUPANG","INDONESIA",-10.171,123.671
"740","KURESSAARE","KURESSAARE","ESTONIA",58.23,22.509
"741","JOHAN PIENAAR","KURUMAN","SOUTH AFRICA",-27.457,23.411
"742","KUUJJUARAPIK","KUUJJUARARAPIK","CANADA",55.283,-77.767
"743","KUUSAMO","KUUSAMO","FINLAND",65.987,29.239
"744","KYAUKPYU","KYAUKPYU","MYANMAR",19.427,93.534
"745","KYRITZ","KYRITZ","GERMANY",52.919,12.425
"746","R 806","KYUNGJU","KOREA",35.856,129.211
"747","LA CUMBRE","LA CUMBRE","ARGENTINA",-31.007,-64.532
"748","LA FRIA","LA FRIA","VENEZUELA",8.239,-72.271
"749","LA GRANDE RIVIERE","LA GRANDE RIVIERE","CANADA",53.625,-77.704
"750","HACIENDA LA JULIA","LA JULIA","ECUADOR",-1.704,-79.552
"751","LA MINA","LA MINA","COLOMBIA",11.232,-72.49
"752","LA ORCHILA","LA ORCHILA","VENEZUELA",11.809,-66.179
"753","EL ALTO INTERNATIONAL","LA PAZ","BOLIVIA",-16.513,-68.192
"754","LA PLATA","LA PLATA","ARGENTINA",-34.972,-57.894
"755","LA QUIACA","LA QUIACA","ARGENTINA",-22.162,-65.57
"756","LA RIOJA","LA RIOJA","ARGENTINA",-29.381,-66.796
"757","LHERM","LA ROCHELLE","FRANCE",43.449,1.263
"758","LA RONGE","LA RONGE","CANADA",55.151,-105.262
"759","LA FLORIDA","LA SERENA","CHILE",-29.916,-71.191
"760","LABE","LABE","GUINEA",11.326,-12.287
"761","LABOULAYE","LABOULAYE","ARGENTINA",-34.135,-63.362
"762","LABUAN","LABUAN","MALAYSIA",5.301,115.25
"763","MUTIARA II","LABUHAN BAJO","INDONESIA",-8.486,119.889
"764","CAGAYAN DE ORO","LADAG","PHILIPPINES",8.414,124.611
"765","LADYBRAND","LADYBRAND","SOUTH AFRICA",-29.181,27.453
"766","LADYSMITH","LADYSMITH","SOUTH AFRICA",-28.582,29.75
"767","LAGHOUAT","LAGHOUAT","ALGERIA",33.764,2.927
"768","LAGO AGRIO","LAGO AGRIO","ECUADOR",0.092,-76.869
"769","LAGO ARGENTINO","LAGO ARGENTINO","ARGENTINA",-50.335,-72.248
"770","LAGOA SANTA","LAGOA SANTA","BRAZIL",-19.661,-43.896
"771","LAHAD DATU","LAHAD DATU","MALAYSIA",5.032,118.324
"772","LAGES","LAJES","BRAZIL",-27.782,-50.281
"773","LAMBARENE","LAMBARENE","GABON",-0.704,10.246
"774","LABASA","LAMBASA","FIJI",-16.467,179.34
"775","LAMPANG","LAMPANG","THAILAND",18.272,99.504
"776","LANGEBAANWEG","LANGEBAANWEG","SOUTH AFRICA",-32.969,18.16
